"id","Address","Cuisine","insertedAtTimestamp","Latitude","Longitude","Name","Number of Reviews","Open","Rating","Zip Code"
"MhceeLrM2_3mcKw5EGLY6A","766 9th Ave","thai","24/02/2022 22:13:57","40.764291","'-73.988159","Pure Thai Cookhouse","2661","N/A","4","10019"
"T-RXDLq_VEv7s1_SooYIYQ","57 W 10th St","seafood","24/02/2022 22:14:12","40.73467","'-73.99786","Osteria 57","237","N/A","4.5","10011"
"KF4dTBX9ITMTSjwEXxXZ6g","130 W 72nd St","brunch","24/02/2022 22:03:26","40.77775","'-73.98003","Friedman's","207","N/A","4","10023"
"md90Fu_96gYw1AXJ103mHQ","129 Atlantic Ave","seafood","24/02/2022 16:39:28","40.690902","'-73.995738","Pips","18","N/A","4","11201"
"M0BQ0_tPbrwsiwKELIL1fw","44 E Palisade Ave","japanese","24/02/2022 16:40:42","40.892879486084","'-73.9738006591797","Tani Sushi & Asian Grill","172","N/A","4","07631"
"Mx266sT_uQ-teAwtO6TQJQ","318 W 142nd St","american","24/02/2022 16:40:40","40.82129","'-73.94445","Hexagon Lounge","55","N/A","4","10030"
"JhJLPp6KuBcD3CHCkEKJ_A","16 Delancey St","japanese","24/02/2022 21:56:34","40.72029996280202","'-73.99304888458795","Cocoron  & Goemon Curry","1026","N/A","4","10002"
"xkE0d6R30HpfdNeFhRhxGw","595 River Rd","japanese","24/02/2022 16:12:59","40.81601","'-73.979936","Omusubi Gonbei","137","N/A","3.5","07020"
"guLhJRVpZAYrkSbFuyb5_Q","194 Joralemon St","healthy","24/02/2022 22:13:42","40.69249496963276","'-73.99139982350925","honeygrow","192","N/A","4","11201"
"U2x299aFPwXRYXlMxyO4tw","398 W 145th St","chinese","24/02/2022 22:09:46","40.8242006","'-73.9455163","New Golden Dragon Restaurant","35","N/A","4","10031"
"C3E8CVVwzKtOv_sRR1WuRQ","283 Amsterdam Ave","italian","24/02/2022 22:02:39","40.77932","'-73.9809","Salumeria Rosi","529","N/A","4","10023"
"vgg1dvDP-9tFWSacN4q0nA","207 W 14th St","american","24/02/2022 16:41:42","40.7389111700125","'-73.9999985153443","Coppelia","1404","N/A","4","10011"
"jUkSkpxsJxiTa5C-H5pnyw","70-11 Austin St","indian","24/02/2022 22:02:16","40.72097","'-73.84639","Tikka N Talk","83","N/A","4.5","11375"
"hbhuxhgYtuWtLlwBKt0hrQ","219 11th St","pizza","24/02/2022 16:13:03","40.75011","'-74.02969","Johnny Pepperoni","366","N/A","4","07030"
"qMHzIYzoHYe55I7L65iEQw","233 8th Ave","brunch","24/02/2022 22:07:56","40.744541","'-73.9990926","Foragers Table","550","N/A","4","10011"
"DN2cprrK9VuvLB-GLv7pAA","109 Franklin St","pizza","24/02/2022 16:12:22","40.729684","'-73.957827","Franklin Pizza","55","N/A","3.5","11222"
"RYqRLtlXnCLCWoYq3rbwug","151 2nd Ave","american","24/02/2022 16:11:34","40.72957","'-73.98719","The Copper Still","179","N/A","4","10003"
"YZpV-LFkLK2aItEechgUeA","916 8th Ave","healthy","24/02/2022 22:09:03","40.76492","'-73.98382","Honeybrains","17","N/A","3.5","10019"
"o1fv5Jm1WJs6O5-Sm8rx5w","793 6th Ave","korean","24/02/2022 22:08:03","40.74544056427432","'-73.9912648","Nangman BBQ","20","N/A","5","10001"
"zGAQqDu0Ak2khVYs9WdQxw","23 Commerce St","japanese","24/02/2022 17:41:07","40.7317465228689","'-74.0045493828034","Sushi Nakazawa","1542","N/A","4.5","10014"
"9z2lUyfzZV8b2rkkiwSM4g","38 E 19th St","mexican","24/02/2022 16:44:16","40.738005","'-73.989251","ABC Cocina","942","N/A","4","10003"
"N1yHIKuKhvWsvH-lGkoCEw","71 Lafayette Ave","american","24/02/2022 15:57:56","40.687361","'-73.975467","FancyFree","31","N/A","4","11217"
"L3reOLLPez7lnOhyfCpvkg","93 Bowery St","japanese","24/02/2022 16:39:11","40.7170795322745","'-73.9952574670315","Shinka Ramen & Sake Bar","397","N/A","4.5","10002"
"S-BwjmHOZ--bC4nUR4-cmA","120 W 49th St","seafood","24/02/2022 22:14:12","40.7597971248568","'-73.9825657859833","Oceana","561","N/A","4","10020"
"2ZBEE_MJeRdLD1NLiNTnCQ","63-19 39th Ave","thai","24/02/2022 16:39:52","40.746738","'-73.900162","Thailand's Center Point","209","N/A","4","11377"
"ut-560tVcs2g-ZU0Y_qqHQ","241 W 51st St","indian","24/02/2022 22:09:26","40.7626659","'-73.9847093","Saar Indian Bistro","265","N/A","4.5","10019"
"wGFSTTB6b4MHJJUzBnVJeg","235 Sullivan St","thai","24/02/2022 22:13:57","40.729771","'-73.999392","Top Thai Greenwich","1678","N/A","4.5","10012"
"d__APmjTNuhdUYXW2pyqTg","5 Hanover Square","healthy","24/02/2022 16:44:35","40.70507","'-74.009175","Little Beet","11","N/A","4","10004"
"7wp76TVNFluJ2ZZjOlf8Fg","239 W 72nd St","brunch","24/02/2022 17:31:44","40.77936","'-73.98298","Floating Mountain","56","N/A","5","10023"
"icZcEK39HXuL2q08i4EkkQ","5 Bleecker St","japanese","24/02/2022 22:13:34","40.725502","'-73.992675","Bessou","338","N/A","4","10012"
"B-MDhRKRTmTqj4Vp_p8AGw","250 Vesey St","american","24/02/2022 15:57:56","40.71376403876921","'-74.01622797321502","P.J. Clarke's","622","N/A","3","10281"
"anBWvFPOce4nl3qLX-H6Rg","35-57 38th St","mexican","24/02/2022 22:01:17","40.753834323302","'-73.923701159656","El Mero Mero","120","N/A","4.5","11101"
"5qF6oqYOeivUbsVf1MsQAA","3532 A Johnson Ave","healthy","24/02/2022 22:05:04","40.8859634","'-73.9096909","Aoyu Sushi","262","N/A","4.5","10463"
"gL4V5DN3yH45hbXqvy8-9g","20 West 55th St","pizza","24/02/2022 16:42:24","40.7619979368852","'-73.9761684","Pizza By Certé","452","N/A","4","10019"
"a-Bq_yXFVk2PptoWpmry3w","35-13 Broadway","thai","24/02/2022 22:13:59","40.76043","'-73.92152","Pye Boat Noodle","903","N/A","4.5","11106"
"QlmdiagN2jvkc14T89J-rA","4462 Broadway","healthy","24/02/2022 17:33:22","40.85679","'-73.9323849","Jordan's Juice & Salad Bar","11","N/A","3","10040"
"hkbZ76xuDxOHftt9WdClIA","925 Hunts Point Ave","seafood","24/02/2022 16:41:31","40.820391","'-73.891477","Crab Du Jour - Hunts Point","14","N/A","3.5","10459"
"gJmJDwrDUHy--3qS9qQFYA","41-19 30th Ave","american","24/02/2022 16:39:40","40.763412","'-73.913352","Blackbird's Bar & Restaurant","269","N/A","4","11103"
"5f08TByddjzk6ThRGRSHkw","1 Knickerbocker Ave","mexican","24/02/2022 21:56:13","40.707726225279785","'-73.93172809990169","Palomas BK","30","N/A","4.5","11237"
"G77Q6kU-7qRefColCRTS0w","6 Grand St","pizza","24/02/2022 16:39:13","40.71618788546057","'-73.96651754323669","Roberta's","52","N/A","3.5","11249"
"iigqtLntqUS18cXmEXofIQ","43-02 43rd Ave","american","24/02/2022 22:01:20","40.7451454550028","'-73.9208489656448","The Lowery Bar & Kitchen","284","N/A","4.5","11104"
"NsACuDqm5AVPpUocvuXONg","104 E 30th St","korean","24/02/2022 16:43:35","40.74421","'-73.98286","Atomix","98","N/A","4.5","10016"
"iSGQWoJ1D2o0rbOsjd6OIQ","404 E 73rd St","dessert","24/02/2022 22:02:30","40.768054","'-73.955091","The Sweet Shop NYC","454","N/A","4","10021"
"sQ_L8O9WMU4apxSTVa9JKg","1005 Manhattan Ave","indian","24/02/2022 16:40:27","40.7332729","'-73.9550299","Agra Taj Mahal","153","N/A","3.5","11222"
"B9_TgZa8rgW5oZOtXZUMCw","31 E 20th St","thai","24/02/2022 16:00:08","40.73895","'-73.98896","Laut Singapura","260","N/A","4","10003"
"XDv71A1J3aIOu_W5sVzZ2w","33 Saint Marks Pl","chinese","24/02/2022 16:11:29","40.72904","'-73.9881","Shi Miao Dao - East Village","111","N/A","4","10003"
"H_TGP2AgX3IUmzq8Aml79Q","190-A Duane St","italian","24/02/2022 16:12:47","40.71734","'-74.01044","L' Angolo Tribeca","166","N/A","3.5","10013"
"77Q8n_SSXjhN8m2ypqs0ew","22 W 25th St","brunch","24/02/2022 22:08:01","40.743331729988164","'-73.99008773413172","Maman","337","N/A","4","10010"
"QOKh93a45d59ugcHYsjVxg","188 E 104th St","pizza","24/02/2022 16:43:19","40.7903349463747","'-73.946079551947","G&J's Pizzeria","63","N/A","4","10029"
"D8UbXnZ1Q9zR8-sPPpsJ-A","110 E 7th St","dessert","24/02/2022 22:14:17","40.7264350340106","'-73.9846681058407","Jell & Chill","127","N/A","4.5","10009"
"'-2FAuHbWsc_rxuSaeYAhCw","216 Grand St","seafood","24/02/2022 16:39:29","40.7190136","'-73.9959638","Green Garden Village","75","N/A","4.5","10013"
"MWq62A_i9i8i-VoEeSRqRw","1640 Schlosser St","korean","24/02/2022 22:05:14","40.849631647668154","'-73.97011202825998","BCD Tofu House","517","N/A","4","07024"
"Y-6bEwStR2sLrRyUrh2jtA","260 Grand Ave","healthy","24/02/2022 22:10:12","40.8846969469024","'-73.9777184457569","Evergreen Fine Fresh Foods","89","N/A","3.5","07631"
"d79AROdlfw0Zzj5nRpUIxw","312 5th Ave","japanese","24/02/2022 16:13:00","40.74701","'-73.98583","Joomak Banjum","50","N/A","4","10001"
"_du3ilTsbLqBmEY-ZyfqxA","234 E 4th St","vietnamese","24/02/2022 22:14:03","40.72341","'-73.98307","Van Đa","130","N/A","4","10009"
"ikazsJps1k-Br2FbunwCtg","13 St Marks Pl","dessert","24/02/2022 22:10:46","40.72939","'-73.98892","Spot Dessert Bar","3176","N/A","4","10003"
"Qab4GBAxxjacF4KsXLFETA","2671 Broadway","pizza","24/02/2022 22:03:17","40.7983115","'-73.9694405","Sal & Carmine's Pizza","369","N/A","4","10025"
"OCTiJwvjoK81WoDwsTkFvA","136 Mulberry St","italian","24/02/2022 22:13:11","40.718554","'-73.997447","Paesano of Mulberry Street","1133","N/A","4","10013"
"3C6c_zqRz_U2AyeN_7LTsg","72-20 Roosevelt Ave","indian","24/02/2022 22:02:17","40.74647","'-73.89275","Himalayan Yak","651","N/A","4","11372"
"Fz5shOVBZ4CF5xUKTq5PqQ","160 E 44th St","vietnamese","24/02/2022 22:09:23","40.752174","'-73.97395","Bối-licious","22","N/A","4.5","10017"
"Vf38zUk09gMgEzg60BrACA","154 W 72nd St","seafood","24/02/2022 16:40:29","40.77807","'-73.98079","Dark Bullet Sake & Oyster Bar","123","N/A","4.5","10023"
"HodL0fXoF08C3Ir-kLeTtw","14 Bedford Ave","italian","24/02/2022 22:13:14","40.72371","'-73.95157","Forma Pasta Factory","371","N/A","4.5","11222"
"W0c-FS060axwxHcCtJwuRw","2664 Broadway","american","24/02/2022 16:43:11","40.79791","'-73.96908","Broadway Restaurant","179","N/A","4","10025"
"S1yH5vdJh2L2UIb7zJ2OHg","64-18 108th St","japanese","24/02/2022 16:12:20","40.732417","'-73.849864","Mito","419","N/A","4","11375"
"N0qeEodiddbFR6TlgTmkOg","450 Broad Ave","korean","24/02/2022 16:40:50","40.8657","'-73.98541","Kaya Garden","99","N/A","4","07605"
"Lsd1lOvNmS3XSnZG1Qi3cQ","219 2nd Ave","american","24/02/2022 22:13:29","40.73203","'-73.98543","Little Rebel","34","N/A","4","10003"
"CDCT0cXhaS2pAKcookXUQQ","241 Pearl St","italian","24/02/2022 16:11:28","40.7075415029414","'-74.0053744241595","Call Me Pasta","51","N/A","4","10038"
"YJ88ZwMU499QfkD52qSJBw","136 Newark Ave","indian","24/02/2022 16:11:58","40.72046","'-74.04345","Brick Lane Curry House","67","N/A","4","07302"
"a9rBsBs6DFNbsKvAmbq3BA","3705 28th Ave","mexican","24/02/2022 16:12:14","40.7662621","'-73.9150543","Emilia's Pizza & Authentic Mexican Food","48","N/A","4.5","11103"
"YmAPpKeMuly7IIjpYcFhHw","558 Grand Concourse","brunch","24/02/2022 16:40:48","40.8188782","'-73.9265215","Zona De Cuba","651","N/A","3.5","10451"
"_2aXZ9o3Yl_coNw9-IdqMQ","1468 St Nicholas Ave","mexican","24/02/2022 16:12:52","40.85081","'-73.93243","Mi Ranchito","58","N/A","4","10033"
"x3SPsf3wddWPPUdXL570ZA","126 MacDougal St","dessert","24/02/2022 22:14:17","40.729961","'-74.000227","Surreal Creamery","79","N/A","4.5","10012"
"NGyFpNCrzqEG3B0Z0drKfw","646 Amsterdam Ave","italian","24/02/2022 22:02:39","40.791287","'-73.972777","Scarlatto","30","N/A","4.5","10025"
"pjpRglb5st10jXf9tKqk-A","149 Atlantic Ave","dessert","24/02/2022 17:43:05","40.690615439909685","'-73.99513203945425","Ella Crown Bakehouse","59","N/A","4.5","11201"
"TcSy5I5xHKDK0Uf5_cLOew","112 W 25th St","italian","24/02/2022 16:12:09","40.74442","'-73.99266","Cotto","10","N/A","3.5","10001"
"oc8J6lk1Mfa-8RIwQ4NDgw","117 E 41st St","healthy","24/02/2022 16:12:24","40.7511542319124","'-73.97682137055226","Pokeworks","218","N/A","4","10168"
"bp73cq4ojnG3E-XkQi0Ewg","204 E 10th St","dessert","24/02/2022 22:11:58","40.72951","'-73.98643","Prince Tea House","175","N/A","4.5","10003"
"6ptX8V8WW_IzhHXLJ4SRAA","465 Lexington Ave","mexican","24/02/2022 16:12:13","40.75352","'-73.97418","Dos Toros Taqueria","190","N/A","3.5","10017"
"AIFWQIQR51YopTHOShIVBA","5-33 51st Ave","dessert","24/02/2022 16:12:44","40.7422765542239","'-73.9553309153442","51st Bakery and Cafe","194","N/A","4.5","11101"
"Fit_iIDn__NPVZpVlKFBFQ","53 W 106 St","italian","24/02/2022 22:09:42","40.79894","'-73.96174","Osteria 106","168","N/A","4.5","10025"
"FaebPpZ8fKuvPtMOZ_dslw","2328 Arthur Ave","mexican","24/02/2022 16:40:37","40.853828","'-73.888672","Estrellita Poblana III","171","N/A","4","10458"
"7Tu5l9UfWVi_v3m4TwJAxQ","973 Lexington Ave","italian","24/02/2022 16:39:33","40.76935","'-73.9627","Caffe dei Fiori","77","N/A","4.5","10021"
"RqCMsa0IuHWhML0BEjW8_w","20 W 64th St","brunch","24/02/2022 16:13:09","40.7718614234522","'-73.9816256082283","Boulud Sud","756","N/A","4","10023"
"3UdlrH-tuVM0vy3ySh7bUw","55 Water St","brunch","24/02/2022 15:58:47","40.7034","'-73.991402","Jacob's Pickles Time Out Market","68","N/A","4.5","11201"
"7JE_eakyBw4Ei3GrLFIdrg","88 Orchard St","brunch","24/02/2022 21:57:11","40.717952","'-73.990106","Sunday to Sunday","57","N/A","4","10002"
"PAhIveQCsTzi7FNPPQPutA","2570 Bronxwood Ave","indian","24/02/2022 17:34:09","40.86531","'-73.8613699","Chandni Chowk Restaurant","25","N/A","4","10469"
"v2dtG37r1ThqtfEfiFsAUg","30 W 32nd St","chinese","24/02/2022 16:12:49","40.7476119995117","'-73.9871597290039","Shanghai Mong","584","N/A","3","10001"
"TQva_biHxS_lTgYDi52BlQ","345 Adams St","healthy","24/02/2022 16:44:35","40.6925169","'-73.98860726029167","CAVA","90","N/A","3.5","11201"
"RUnj4RTVOSbbHE5zyguhrg","21-05 31st St","chinese","24/02/2022 22:01:05","40.777674","'-73.908463","No 1 Flower Drum House","96","N/A","3.5","11105"
"vwsKHxKI49TIM8Ao_RTNgg","200 W 41st St","pizza","24/02/2022 22:11:20","40.75534","'-73.98792","Carnegie Pizza","102","N/A","4.5","10036"
"c_Kellz-oODKoNpcRbV24w","116 E 4th St","korean","24/02/2022 16:43:36","40.72549","'-73.98803","MONO+MONO","616","N/A","4","10003"
"w3wKbjuNCZnYoPOr-FCk5w","547 2nd Ave","chinese","24/02/2022 22:13:16","40.742569","'-73.977856","New Moon","188","N/A","4","10016"
"WGzpNIv6hPAYvGJsgGSVdA","250 Vesey St","italian","24/02/2022 16:11:26","40.71410584959647","'-74.01611174722335","Cicci Di Carne","16","N/A","5","10281"
"I0N_QtJy7sLiuW_vmvRIhg","1483 1st Ave","italian","24/02/2022 16:39:33","40.77135","'-73.95379","Maruzzella","127","N/A","4","10075"
"1YGpTYD8xIuUpK_beMhzSw","190 Bleecker St","vietnamese","24/02/2022 16:11:55","40.729087","'-74.001525","The Rice Noodle","140","N/A","4","10012"
"xsomq3qW2hmjFih64wZRlQ","1969 Amsterdam Ave","mexican","24/02/2022 17:32:41","40.83318","'-73.9415999","La Oaxaquena Restaurant","75","N/A","3.5","10032"
"lnMpkLsEL7SjqQbopXyKJw","835 Lexington Ave","healthy","24/02/2022 22:09:03","40.76512","'-73.96587","Loco Coco","241","N/A","4","10065"
"EsF2snil1ysNFXmxz2zTWA","487 Sylvan Ave","italian","24/02/2022 16:40:34","40.87934","'-73.95134","Giovanni's Bicycle Club","162","N/A","4","07632"
"4h4Tuuc56YPO6lWfZ1bdSQ","124 Fulton St","pizza","24/02/2022 22:13:37","40.7101297729083","'-74.0077206864953","Joe's Pizza","304","N/A","4","10038"
"0-hM-ARw7sLpkyyow_qf6w","114 10th Ave","pizza","24/02/2022 22:07:49","40.74406421842744","'-74.00655890429283","Artichoke Basille's Pizza","1633","N/A","3.5","10011"
"5LmGHz8Py5oLtQCV8hkYMw","272 Old River Rd","korean","24/02/2022 22:03:36","40.809822","'-73.99033","Dalgoona Bowl","36","N/A","4.5","07020"
"jTcXu-2gChX2uaFV4M7_eA","32 Locust Ave","mexican","24/02/2022 16:40:08","40.8507402","'-74.1131509866","Agave Cocina Mexicana","250","N/A","4","07057"
"QpPcrp2hQQ5KUg_X6SIirA","1374 York Ave","japanese","24/02/2022 16:39:42","40.7677002","'-73.952919","Tanoshi Tei","5","N/A","4","10021"
"TWI3efEcCVsTErKFWz4Zqg","10 Kenmare St","chinese","24/02/2022 15:57:40","40.7204154878855","'-73.9944789558649","Nom Wah Nolita","215","N/A","3.5","10012"
"6LJl5ZhPMmGZ5F1oe-6kEw","666 Third Ave","healthy","24/02/2022 22:13:41","40.75119","'-73.97436","Le Botaniste","85","N/A","4.5","10017"
"4pj4ol7lXiytDD-BTKe3kg","572 Fulton St","brunch","24/02/2022 22:13:50","40.6882","'-73.97953","Las Santas","216","N/A","4.5","11217"
"owKe1hapqCCLnme2Xr3mrA","1509 Lexington Ave","vietnamese","24/02/2022 22:10:33","40.786726","'-73.949952","Spice Noodle","66","N/A","3","10029"
"CMm3Xf-9v3QJ4ge20MoEVg","1001 60th St","vietnamese","24/02/2022 22:14:03","40.6328610543603","'-74.0049596875906","Pho 60","265","N/A","4","11219"
"vPrJbdUxqCWVDDP5nQGWYA","163 Chrystie St","dessert","24/02/2022 17:43:00","40.72063","'-73.99275","Gooey on The Inside","223","N/A","4","10002"
"'-0vID-pN57SqpaYlmNYzXg","636 Metropolitian Ave","italian","24/02/2022 16:12:08","40.714055","'-73.947825","Pecoraro Latteria","39","N/A","5","11211"
"ieoPAi6nbdEkrwv4vGVSwg","3619 30th Ave","italian","24/02/2022 22:00:59","40.76491","'-73.91654","Via Trenta Osteria","502","N/A","3.5","11103"
"pHI3aSFcAxzu_Xmm_xBWyw","1590 Park Ave","healthy","24/02/2022 22:10:12","40.79782889444424","'-73.9445796","The Egg Roll Queen","1","N/A","5","10029"
"gyWc5qJRvu26LVQIShdR4Q","331 Lenox Ave","pizza","24/02/2022 22:10:07","40.80894","'-73.94496","Babbalucci","433","N/A","4","10027"
"WfJNUmeFNU8_fznPgY9N_g","43-13 Queens Blvd","brunch","24/02/2022 16:12:28","40.7437641","'-73.9208344","Ida's Nearabout","140","N/A","4.5","11104"
"Bi0f0qvh8h8pXPAY6j2crQ","1155 2nd Ave","brunch","24/02/2022 16:12:27","40.761838","'-73.963759","Festival Café","74","N/A","4","10065"
"qhyll2gPT-gGDRP6JGn1aQ","62 W 55th St","seafood","24/02/2022 17:38:16","40.7624702435463","'-73.9768997892404","Bice Cucina - Midtown","106","N/A","4.5","10019"
"PRQyJoum--REZ-yeEidyBg","246 Main St","japanese","24/02/2022 22:04:45","40.85172","'-73.97219","Soba Noodle Azuma","362","N/A","4.5","07024"
"qd5JBbRv6iFBuqaCkCEOvQ","38 Eldridge St","chinese","24/02/2022 16:12:11","40.71572","'-73.99311","Rong Hang Restaurant","5","N/A","2.5","10002"
"NKI1VvfXYluRjnq4S6yEuw","25 1st Ave","healthy","24/02/2022 22:13:41","40.72378","'-73.98849","Divya's Kitchen","430","N/A","4.5","10003"
"rEOG5IJN_5TI2Xn8d3D0Dg","595 River Rd","dessert","24/02/2022 17:32:06","40.81606905985474","'-73.98006472883573","Matcha Love By Ito En","260","N/A","4","07020"
"MJsNNCtA0EOMNImWH3MZPQ","1320 St Nicholas Ave","dessert","24/02/2022 16:41:03","40.84614","'-73.93583","Capy","5","N/A","3","10033"
"cyLw0vW5MrsF35-A6Dy03w","829 W 181st St","brunch","24/02/2022 22:05:10","40.8514099281625","'-73.9395604556239","Saggio","639","N/A","4","10033"
"fEnX6R_foFOc3NriJY4J2Q","63-28 Roosevelt Ave","korean","24/02/2022 16:12:30","40.7457251","'-73.9007075","Three Bowls Noodle House","99","N/A","4","11377"
"ry0nAQiUn8bpNAruY_5wfw","659 Manhattan Ave","italian","24/02/2022 22:00:57","40.7244699","'-73.95151","Scalino","275","N/A","4.5","11222"
"2xQmBB6w-W6lxiex80fA9A","326 Dekalb Ave","pizza","24/02/2022 17:42:24","40.6897","'-73.965369","Luigi's Pizzeria","260","N/A","4.5","11205"
"NhBUzlITbu3rdjm9UEfWsw","42-12 28th St","indian","24/02/2022 22:02:16","40.74956171352732","'-73.93954799532425","Raj's Indian Kitchen","302","N/A","4","11101"
"uvcEo61aL2F8e4PCzwZsYg","47-02 Greenpoint Ave","mexican","24/02/2022 22:01:14","40.74232","'-73.91777","Chihuahua","177","N/A","4.5","11104"
"4WDHrSodF1Xidv9ezS6Sgg","117 West 58 St","seafood","24/02/2022 22:09:33","40.76546","'-73.97724","Tuscany Steakhouse","165","N/A","4.5","10019"
"6gzQLjzJk25ePm_JS7ZAug","999 Manhattan Ave","brunch","24/02/2022 22:13:50","40.73322607409529","'-73.95492695812946","Esme","358","N/A","4.5","11222"
"XA7jsx3Cag-Z_HQc-GaJTQ","7626 Broadway","mexican","24/02/2022 16:12:52","40.797452","'-74.002132","Lacos Tacos Birria Factory","48","N/A","3.5","07047"
"nY7jGZGMR7XA95t2uey2hA","790 Anderson Ave","mexican","24/02/2022 22:02:52","40.831766","'-73.984637","Viva Margarita","223","N/A","3","07010"
"Bn1mZhb501Tvf7_-Pfi9_g","1662 3rd Ave","seafood","24/02/2022 22:10:43","40.78349","'-73.95098","Korali Estiatorio","226","N/A","4","10128"
"'-q1ArJR4XU9ZN76dlb1T6w","94 Nagle Ave","pizza","24/02/2022 22:04:52","40.860786","'-73.927673","Noel's Pizza 1","3","N/A","3.5","10040"
"aH_xLAO-jaeSsbHUav-R0A","322 Broad Ave","dessert","24/02/2022 22:05:51","40.8489702","'-73.9969001","Jubilee Chocolate Cafe","198","N/A","4","07650"
"L_LbQnSB1mPpwLlrCq3vPA","2517 Astoria Blvd","mexican","24/02/2022 16:12:14","40.771378","'-73.922429","Frijolito's Astoria","1","N/A","5","11102"
"Swjm9no7DRqhThLlf0EHng","988 Manhattan Ave","thai","24/02/2022 21:58:33","40.7328843","'-73.9545232327229","Sama Street","139","N/A","5","11222"
"rjF9aAhcQRla351KCCZ2ag","411 Amsterdam Ave","pizza","24/02/2022 22:03:16","40.78353","'-73.97782","Bardolino Pizza 2","45","N/A","3.5","10024"
"C5tqSSgVPfgtsJn3QnvDiQ","10-70 Jackson Ave","japanese","24/02/2022 22:01:31","40.742626","'-73.95198","Hibino","241","N/A","4","11101"
"'-C0NqgITsdu5Oet0eFQNbg","287 Grove St","indian","24/02/2022 16:11:57","40.718138","'-74.044042","Laree Adda","85","N/A","4","07302"
"ZFCjigOzb_rsxIP-T7Q2TQ","46 E 167th St","seafood","24/02/2022 22:05:45","40.835373","'-73.92104","Crab Du Jour Xpress Cajun Seafood","9","N/A","2.5","10452"
"74zaTegd7fnS6llTesn_Dg","394 Court St","italian","24/02/2022 16:52:17","40.68087","'-73.99688","Fragole Ristorante","381","N/A","4.5","11231"
"arwQ6YiNFenQTCzFmPV4aQ","400 Main St","japanese","24/02/2022 22:04:44","40.853457","'-73.974728","Sazanami","43","N/A","4.5","07024"
"CSKEvasR4lKNm3yyT96SEQ","570 Piermont Rd","korean","24/02/2022 16:40:49","40.969148","'-73.953563","Myung Ga Tofu and BBQ","56","N/A","4.5","07624"
"nC9FlWwB5ukca5BwYllQYw","2798 Frederick Douglass Blvd","mexican","24/02/2022 17:35:01","40.825097588068","'-73.9400857686996","Tulcimexico Restaurant","41","N/A","4","10039"
"4DInnPhOyvXFbYpUdO0SMQ","66 S 2nd St","chinese","24/02/2022 16:11:30","40.714253413118925","'-73.96544806659222","Antidote","5","N/A","5","11249"
"Q7wFlNr4OFU0eCJXcOmopg","60 Pearl St","indian","24/02/2022 22:14:08","40.70344","'-74.01109","Bombay's Indian Restaurant","230","N/A","3.5","10004"
"qx-xsyo2pTtrr0KY-GNcYA","2131 1st Ave","dessert","24/02/2022 22:10:47","40.792079","'-73.938629","La Tropezienne Bakery","128","N/A","4","10029"
"GDHm-QyjlGEC_gg6pV7mZg","31 Wyckoff Ave","korean","24/02/2022 16:43:35","40.706499","'-73.922293","Bulbap Grill","29","N/A","4.5","11237"
"wzAMmlC32y2YMEu0u0bnsQ","419 E 74th ST","healthy","24/02/2022 22:01:42","40.768889","'-73.954077","Inès","106","N/A","4.5","10021"
"ZpifrJsBsz7RUT1_Tyu9nQ","774 51st St","chinese","24/02/2022 16:11:29","40.64068","'-74.00476","Hot Space","162","N/A","4.5","11220"
"DyID-Uolm12IgHDCdrtLdw","42C Mott St","chinese","24/02/2022 15:57:40","40.71521","'-73.99861","46 Mott Rookies","7","N/A","4.5","10013"
"LOZ0SaAh2uAMkRD47j6bhQ","269 36th St","japanese","24/02/2022 16:12:19","40.6559047","'-74.0067754","Wakuwaku","38","N/A","4","11232"
"jeWIYbgBho9vBDhc5S1xvg","35-55 31st St","mexican","24/02/2022 22:01:15","40.756621","'-73.929336","Chano's Cantina","199","N/A","4","11106"
"OuHB-EdeXmQ26QDzAsDxyw","168 Montague St","thai","24/02/2022 16:11:54","40.693925372884756","'-73.99241130799055","Thai on Clinton","30","N/A","4.5","11201"
"wqdFd3DZD_uTXRW784mFkg","963 Grand St","chinese","24/02/2022 16:52:21","40.71326","'-73.93616","A-Pou's Taste","80","N/A","4.5","11211"
"PHMkwS5nmo4IUXbcg0OcAg","63 Carmine St","healthy","24/02/2022 22:13:41","40.72979","'-74.00455","Jajaja Mexicana","453","N/A","4.5","10014"
"VeYjMohmKMYlGt_nwK7NoA","360 E 55th St","dessert","24/02/2022 16:42:51","40.75705","'-73.96422","A La Mode Shoppe","103","N/A","4.5","10022"
"eq_jhDw9D38RAhyv09axTg","104 W 96th St","brunch","24/02/2022 22:03:27","40.792959","'-73.968184","Effy's Cafe","253","N/A","4","10025"
"_WUA-i9mNal_NBtSBgORAg","25-88 Steinway St","dessert","24/02/2022 22:02:30","40.7659063658315","'-73.913657","Milk & Cream Cereal Bar","14","N/A","4.5","11103"
"skqn2xVznMIN2X_wI5um0A","584 W 207th St","seafood","24/02/2022 16:41:00","40.86697","'-73.92095","Boca Chica","7","N/A","4","10034"
"VLpXSDyK5yhhfFOs9OM20A","1248 Lexington Ave","pizza","24/02/2022 22:10:10","40.778337","'-73.956623","Famous Famiglia Pizzeria","86","N/A","4","10028"
"Zp-K3ztVTzR-LrWwl_CBgA","20 W 40th St","italian","24/02/2022 22:12:03","40.7525275894982","'-73.9829860255122","La Pecora Bianca","34","N/A","4.5","10018"
